,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,#ERROR!,PTS OFF TO,2nd PTS,FBPs,PITP,OppPTSOFFTO,Opp2ndPTS,OppFBPs,OppPITP,BLKA,PFD,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST Ratio,OREB%,DREB%,REB%,TO Ratio,eFG%,TS%,USG%,PACE,PIE,%FGA2PT,%FGA3PT,%PTS2PT,%PTS2PTMR,%PTS3PT,%PTSFBPs,%PTSFT,%PTSOffTO,%PTSPITP,2FGM%AST,2FGM%UAST,3FGM%AST,3FGM%UAST,FGM%AST,FGM%UAST
,Raymond Felton,OKC,33,34,19,15,16.4,6.6,2.7,6.5,42.3,0.8,2.2,36.8,0.3,0.5,68.8,0.2,1.4,1.6,2.3,0.8,0.6,0.1,1,13.5,0,0,-1.4,0.9,0.1,0.3,2.2,4.3,4.5,2.8,13.1,0.3,0.8,99,103.7,-4.7,25.5,3.04,23.8,1.6,10.5,5.7,7.8,48.6,49.6,20.7,95.45,10.80,65.5,34.5,57.8,24.9,37.3,4,4.9,13.3,32.9,9.2,90.8,75,25,29,71
,Shelvin Mack,ORL,27,26,8,18,18,4.1,1.4,4.1,34.9,0.4,1.2,31.3,0.8,1.3,66.7,0.3,1.8,2.1,3.9,1,0.5,0.1,1,13.4,0,0,-1.2,0.5,0.3,0.3,1.7,6.7,5.2,4.1,16.5,0.3,1.1,102,105.6,-3.6,30.5,3.78,40.9,1.9,10.8,6.4,10.8,39.6,44,13.9,100.08,8.20,69.8,30.2,50.9,9.4,28.3,8.5,20.8,12.3,41.5,18.5,81.5,80,20,35.1,64.9
,Anthony Tolliver,DET,32,30,17,13,19.6,7.4,2.3,5.4,42.6,1.7,4.4,39.4,1.1,1.4,78,0.6,2,2.6,1.1,0.9,0.4,0.3,1.7,13.3,0,0,0.9,1.5,0.7,0.7,0.9,5.4,3.4,2.7,14.9,0.2,1.3,104.1,101.4,2.7,8.3,1.23,13.4,3.4,12,7.5,10.9,58.6,61.7,15.6,96.76,7.90,18.5,81.5,15.3,2.7,70.3,9,14.4,20.3,12.6,70.6,29.4,100,0,92.8,7.2
,Daniel Theis,BOS,25,35,26,9,13.2,4.7,1.7,3.5,50.4,0.1,0.7,19.2,1.1,1.3,78.7,1.3,2.9,4.2,0.6,1,0.5,0.7,2.4,13.2,2,0,-0.7,0.4,1.2,0.1,2.6,4.4,3.1,3.3,11.3,0.4,1.5,102.4,102.4,0.1,7.8,0.58,10.6,10.5,24.4,17.4,18.1,52.5,57.9,17.5,96.8,9.80,78.5,21.5,68.3,12.2,9.1,2.4,22.6,9.1,56.1,76.8,23.2,100,0,78.7,21.3
,Isaiah Whitehead,BKN,22,10,2,8,14.2,7.6,3,6.3,47.6,0.5,1.2,41.7,1.1,1.7,64.7,0.3,1.7,2,1.8,2.2,0.7,0.2,1.6,13.2,0,0,-1.3,0.3,0.9,0.7,4.6,7.4,2.4,2.7,15,0.5,1.2,95.6,102.3,-6.6,25.4,0.82,16.3,2.2,12,7.2,19.9,51.6,53.9,27.7,101.55,9.10,81,19,65.8,5.3,19.7,9.2,14.5,3.9,60.5,16,84,40,60,20,80
,Tyus Jones,MIN,21,34,21,13,16.6,4.1,1.4,3.1,46.7,0.5,1.2,42.9,0.7,0.9,83.3,0.2,1.5,1.7,2.6,0.6,1.1,0.1,1.1,13.2,0,0,1.6,0.8,0.1,0.9,1.5,5.6,4.5,3.9,15.8,0.1,1,111,105.3,5.7,21.2,4.74,39.6,1.5,10.9,6.2,8.4,55.2,59.6,11,96.13,9.60,60,40,44,8.5,38.3,21.3,17.7,19.1,35.5,38.7,61.3,94.4,5.6,59.2,40.8
,Tomas Satoransky,WAS,26,25,15,10,17.3,5.3,2,4.1,49,0.4,1.2,36.7,0.9,1.5,59.5,0.8,1.8,2.6,2.6,0.5,0.4,0,1.6,13.2,0,0,0.8,0.8,0.6,0.7,2.2,5,5,3.2,16.6,0.2,1.3,105.3,102.8,2.4,22.8,5.08,33.5,4.7,12.5,8.4,6.6,54.4,56.2,13.3,98.4,10.30,70.6,29.4,58.6,18,24.8,13.5,16.5,15.8,40.6,38.5,61.5,100,0,52,48
,Torrey Craig,DEN,27,7,4,3,19.6,5.3,1.6,3.4,45.8,0.9,2.4,35.3,1.3,1.6,81.8,0.4,3.1,3.6,1.3,0.9,0.4,0.4,2,13.2,0,0,1,0.3,1,0.9,1.4,6.1,3.7,2.9,18.9,0.1,1,109.6,107.9,1.6,9.2,1.5,20.5,2.9,17.5,10.9,13.7,58.3,64.1,12,93.06,7.20,29.2,70.8,27,0,48.6,16.2,24.3,5.4,27,60,40,100,0,81.8,18.2
,Jordan Mickey,MIA,23,13,8,5,14.8,5,2.1,4.3,48.2,0.1,0.7,11.1,0.8,1.1,71.4,1,3.7,4.7,0.7,1,0.2,0.5,2.2,13,0,0,-1.1,0.5,0.8,0.3,3.7,4.9,4.3,2.2,12.6,0.3,1,104.6,108.9,-4.4,7.3,0.69,10.7,8.4,29.1,19.1,15.4,49.1,52.3,18.1,94.84,8.50,83.9,16.1,80,6.2,4.6,6.2,15.4,10.8,73.8,69.2,30.8,100,0,70.4,29.6
,Bismack Biyombo,ORL,25,35,11,24,15.7,4.1,1.5,3.2,47.8,0,0,0,1,1.7,57.4,1.3,3.3,4.5,0.3,0.9,0.1,1.1,1.7,13,0,0,-5.3,0.3,1.2,0.1,3,6.5,5.3,3.9,15,0.3,1.6,92.7,107,-14.3,3.6,0.38,6.5,8.4,21.7,15.1,17.4,47.8,51.1,13.8,99.71,7.80,99.1,0.9,75.5,2.8,0,2.8,24.5,7.7,72.7,79.6,20.4,0,0,79.6,20.4
,Thon Maker,MIL,20,32,17,15,18.4,4.1,1.5,3.7,39.8,0.4,1.3,28.6,0.8,1.2,68.4,1,2.6,3.6,0.7,0.7,0.6,0.8,2.5,12.9,0,0,-2.9,0.8,0.5,0.1,1.4,5.1,5.4,3.1,15.9,0.2,1.1,105,109.5,-4.5,5.6,1.05,12.8,6.4,17.6,11.8,12.2,44.9,49,12.6,96.46,4.60,64.4,35.6,53,18.2,27.3,1.5,19.7,18.2,34.8,94.3,5.7,100,0,95.7,4.3
,OG Anunoby,TOR,20,32,23,9,20.9,6.7,2.4,5,48.4,1.3,3,43.2,0.5,0.8,63,0.7,1.5,2.2,0.8,0.7,0.9,0.1,1.9,12.9,0,0,7.3,1.6,0.6,0.8,2.3,6.5,6,5.2,20.3,0.3,0.8,116.5,98.9,17.6,5.4,1.23,12.2,3.8,8.1,6,9.9,61.2,61.9,12.7,100.14,6.10,41,59,34.6,0.9,57.5,12.1,7.9,24.3,33.6,70.3,29.7,95.1,4.9,83.3,16.7
,Nemanja Bjelica,MIN,29,19,12,7,14.8,6.8,2.5,4.4,57.1,1.1,2.2,50,0.6,0.7,85.7,0.5,2.3,2.8,0.7,0.7,0.5,0.2,1.7,12.7,0,0,0.8,0.9,0.9,0.6,2.6,5.9,3.3,2.9,13.9,0.3,0.6,106.3,103.5,2.8,7.3,1,11.2,3.7,19.1,11.2,11.2,69.6,71.5,16.1,100.28,11.40,50,50,41.9,3.1,48.8,8.5,9.3,13.2,38.8,59.3,40.7,100,0,77.1,22.9
,Tim Frazier,WAS,27,32,18,14,16,3.5,1.3,3.3,41,0.3,1.1,30.6,0.4,0.5,87.5,0.3,1.8,2.1,3.5,1.3,0.8,0.1,1.8,12.7,0,0,-2.1,0.8,0.3,0.3,1.3,5.5,3.8,3.2,13.9,0.3,1.1,100.1,106,-6,31.3,2.78,42.2,2,13.3,7.5,15.2,46.2,49.5,13.4,97.05,8.30,65.7,34.3,57.7,19.8,29.7,9.9,12.6,24.3,37.8,34.4,65.6,63.6,36.4,41.9,58.1
,Malcolm Delaney,ATL,28,25,4,21,18.9,6.1,2,4.8,41.7,0.8,2,39.2,1.3,1.7,76.7,0.2,1.7,1.9,2.2,1,0.6,0.1,1.4,12.7,0,0,-2.6,1,0.3,0.5,1,6.8,5.8,3.4,17.2,0.2,1.8,103,108.2,-5.2,17.5,2.12,25,1.2,10.6,5.9,11.8,50,55.1,15.7,98.59,7.70,57.5,42.5,39.2,22.2,39.2,8.5,21.6,16.3,17,53.3,46.7,85,15,66,34
,Lucas Nogueira,TOR,25,17,11,6,12,3.9,1.6,2.8,59.6,0.2,0.6,30,0.4,0.5,77.8,0.5,2.2,2.7,0.4,0.5,0.6,1.2,1.6,12.6,0,0,2.7,1.2,0.6,0.2,2.9,3,3.5,2.4,9.8,0.2,0.6,107.8,96.5,11.3,4.3,0.67,9.1,5.1,20.8,13,13.6,62.8,64.8,13.6,97.51,10.70,78.7,21.3,75.8,0,13.6,6.1,10.6,31.8,75.8,80,20,100,0,82.1,17.9
,Jamil Wilson,LAC,27,15,6,9,18.3,7,2.5,5.4,46.9,1.8,4.2,42.9,0.1,0.3,50,0.2,1.9,2.1,0.7,0.5,0.3,0.5,2.3,12.6,0,0,-0.1,1.2,1,0.7,0.8,4.7,4.7,5.5,14.5,0.1,0.5,105.2,104.1,1,5.6,1.25,9.9,1.2,11.4,6.2,7.9,63.6,63.4,14.8,98.11,6.70,22.2,77.8,21,9.5,77.1,10.5,1.9,17.1,11.4,81.8,18.2,100,0,94.7,5.3
,Salah Mejri,DAL,31,30,9,21,11.2,3,1.2,1.9,64.9,0,0.1,0,0.5,1,51.7,1.3,2.7,4,0.5,0.5,0.3,1.2,1.9,12.5,1,0,0.2,0.3,0.9,0.3,2.5,2.8,2.8,2.6,7.7,0.2,1.1,103.6,101.2,2.4,6.4,0.93,14.2,12.4,25.2,18.8,15.2,64.9,63.8,11.7,94.48,10.40,96.5,3.5,83.1,0,0,11.2,16.9,9,83.1,67.6,32.4,0,0,67.6,32.4
,Darius Miller,NOP,27,33,17,16,20.8,7.7,2.6,5.5,47,1.9,4.2,45.7,0.6,0.7,82.6,0.2,1.5,1.6,1.2,0.5,0.3,0.2,1.8,12.5,0,0,-0.3,0.8,0.3,0.9,0.6,8.2,6.4,5.4,20.4,0.1,0.5,109.4,108.4,0.9,8.3,2.41,16.3,0.8,7.6,4.3,6.8,64.5,66,13.4,101.94,6.50,23.5,76.5,17.3,9.4,75.3,11.8,7.5,10.2,7.8,45.5,54.5,93.8,6.3,81.4,18.6
,Joe Johnson,UTA,36,14,6,8,20.7,6.4,2.6,6.8,37.9,0.4,2.5,17.1,0.9,1,85.7,0.5,2.4,2.9,1.4,1.1,0.4,0.1,1.1,12.4,0,0,-5.9,0.6,0.6,0,2.6,8.9,5.9,3.7,17.9,0.1,0.6,94.3,109,-14.7,11.9,1.25,14.6,2.7,12.9,7.8,11.7,41.1,44.5,19.1,94.84,6.00,63.2,36.8,66.7,26.7,20,0,13.3,8.9,40,16.7,83.3,83.3,16.7,27.8,72.2
,Mirza Teletovic,MIL,32,10,4,6,15.9,7.1,2.5,5.7,43.9,2.1,4.5,46.7,0,0,0,0.3,2,2.3,1,0.7,0.4,0.1,1.4,12.2,0,0,-3.3,0.3,0,0.3,0.4,7.6,3,1.2,12,0.1,0.4,97.6,108.9,-11.3,10.3,1.43,13.5,2.5,14.7,9.1,9.5,62.3,62.3,18.7,98.59,9.70,21.1,78.9,11.3,5.6,88.7,4.2,0,4.2,5.6,100,0,100,0,100,0
,Dragan Bender,PHX,20,36,13,23,21.2,5.4,1.9,5.1,36.2,1.3,3.5,35.7,0.4,0.6,75,0.4,2.8,3.2,0.9,0.9,0.3,0.6,1.5,12.2,0,0,-4.1,0.9,0.6,0.2,1.1,8.4,6.2,6,22.6,0.2,0.6,99.6,109.3,-9.7,6.2,0.97,12.4,1.8,14.5,8.1,12.8,48.4,50.1,12.5,103.68,5.20,31.9,68.1,22.7,2.1,69.6,3.6,7.7,16.5,20.6,50,50,100,0,83.6,16.4
,Markelle Fultz,PHI,19,4,1,3,18.9,6,2.3,6.8,33.3,0,0,0,1.5,3,50,0.8,1.5,2.3,1.8,1.5,0.5,0.3,1.5,12.1,0,0,-10.8,0,1,0.5,4,8.5,6.8,2.8,18.5,1.5,2.3,80.4,106.8,-26.5,16.3,1.17,15.5,3.8,7.9,5.8,13.3,33.3,37.2,20.6,108.26,2.40,100,0,75,8.3,0,8.3,25,0,66.7,33.3,66.7,0,0,33.3,66.7
,Jarell Martin,MEM,23,32,10,22,16.7,4.6,1.7,4.5,38.5,0.3,1.1,26.5,0.8,1.1,79.4,1.1,2.1,3.2,0.4,0.8,0.6,0.7,2.5,12.1,0,0,-2.1,1.1,0.7,0.7,2.3,4.8,4.8,3.8,13.4,0.4,0.8,99,102.4,-3.4,4.2,0.54,6.7,7.6,15.1,11.3,12.3,41.6,46.2,15.6,96.76,4.30,76.2,23.8,63,13.7,18.5,15.1,18.5,24,49.3,67.4,32.6,100,0,72.7,27.3
,Iman Shumpert,CLE,27,13,9,4,20.8,4.8,1.7,4.4,38.6,0.5,1.9,28,0.8,1.2,73.3,0.5,2.5,3.1,1.3,1.3,0.7,0.3,1.5,12.1,0,0,2.4,0,0.5,0.2,1.1,7.4,6.3,4,19.1,0.2,1.1,108.3,102.9,5.3,8.6,1,17.4,3,12.5,8.1,17.4,44.7,48.7,13,100.84,5.20,56.1,43.9,48.4,25.8,33.9,4.8,17.7,0,22.6,46.7,53.3,42.9,57.1,45.5,54.5
,Mario Hezonja,ORL,22,28,7,21,15.3,5.9,2.3,5.1,45.1,0.8,2.3,36.5,0.5,0.6,88.2,0.4,2.2,2.6,0.8,0.9,0.6,0.2,1.5,12,0,0,-2.7,1,0.3,0.9,2.4,5.6,4.7,3.3,13.4,0.3,0.6,100.2,110.4,-10.2,8.2,0.92,11.6,2.8,15.2,9.2,12.7,53.2,55.5,18,100.41,8.10,55.6,44.4,49.4,9.6,41.6,14.5,9,16.3,39.8,51.2,48.8,87,13,64.1,35.9
,Isaiah Taylor,ATL,23,26,6,20,15.5,5.2,1.9,4.6,40.8,0.3,1.1,27.6,1.2,1.8,65.2,0.3,1.2,1.5,2.2,1,0.6,0.3,1.2,12,0,0,0.3,0.8,0.4,1.1,3,4.4,4.2,3.3,13.3,0.3,1.6,105.6,103.2,2.4,21.3,2.19,25.5,2.3,8.5,5.4,11.6,44.2,48.5,18.1,100.92,6.90,75.8,24.2,60.3,2.9,17.6,20.6,22.1,14.7,57.4,36.6,63.4,87.5,12.5,44.9,55.1
,Tristan Thompson,CLE,26,14,7,7,18,4.2,1.7,2.9,58.5,0,0,0,0.8,1.4,55,1.6,3.4,5,0.4,0.5,0.3,0.3,1.5,12,0,0,-2.6,0.6,1,0.2,3.3,7.3,3.1,5.6,16.3,0.4,1.7,102.7,107.9,-5.2,2.9,0.71,8.1,9.5,21.2,15.3,11.3,58.5,59.2,10,99.53,7.90,100,0,81.4,3.4,0,5.1,18.6,13.6,78,75,25,0,0,75,25
,Nerlens Noel,DAL,23,18,4,14,12.5,4,1.6,2.9,52.8,0,0,0,0.9,1.1,84.2,1.4,2.6,4.1,0.3,0.8,0.6,0.6,1.7,11.9,1,0,-5.5,0.8,0.7,0.1,2.9,5.7,2.3,3.9,11.3,0.3,1.6,93,116,-23,4.8,0.4,7.3,11.6,28.1,18.6,18.2,52.8,58.7,15.1,96.94,9.70,100,0,77.8,5.6,0,2.8,22.2,20.8,72.2,82.1,17.9,0,0,82.1,17.9
,Reggie Bullock,DET,26,19,14,5,19.3,5.6,2.3,4.8,48.4,0.8,2.4,32.6,0.2,0.4,57.1,0.4,1.2,1.5,0.8,0.2,0.9,0.2,0.8,11.9,0,0,-0.4,1.8,1.1,0.9,2.8,6.9,3.5,4.1,17.4,0.3,0.4,102,105,-3,6.2,3.75,13.3,2,7.1,4.4,3.5,56.6,56.9,11.5,98.12,7.30,49.5,50.5,54.2,3.7,42.1,16.8,3.7,31.8,50.5,79.3,20.7,100,0,86.4,13.6
,Tyler Cavanaugh,ATL,23,21,6,15,14.1,5.5,2,4,50.6,0.9,2.4,38,0.5,0.6,76.9,1,2.2,3.2,1,0.4,0.3,0.1,1.8,11.8,0,0,-0.4,0.3,0.7,0.3,2,4.6,3.5,2.8,14.8,0.1,0.8,109.6,111.3,-1.7,10.4,2.75,18.2,9,20.6,14.6,6.6,61.8,63.4,14.7,100.18,9.10,41.2,58.8,41.7,5.2,49.6,6.1,8.7,6.1,36.5,75,25,100,0,86,14
,Ben McLemore,MEM,24,21,2,19,17.8,6.6,2.6,6.2,41.2,0.8,2.6,31.5,0.6,0.8,76.5,0.3,1.8,2.1,0.9,0.9,0.5,0.2,2.5,11.8,0,0,-2.1,1.4,0.7,1.6,2.8,6.3,3.9,4.5,14.2,0.4,1,99.6,104.8,-5.3,8.1,0.95,10.3,2.2,11.5,6.9,10.8,47.7,49.8,19.3,94.76,4.80,58.8,41.2,53.6,11.6,37,23.9,9.4,21.7,42,70.3,29.7,94.1,5.9,77.8,22.2
,Langston Galloway,DET,26,30,17,13,14.6,6.8,2.3,5.7,40.6,1.5,3.9,38.1,0.7,0.8,87,0.2,1.6,1.8,0.7,0.3,0.5,0.1,0.7,11.7,0,0,4.3,1.5,0.1,0.5,0.9,3.9,2.7,2,11.6,0.1,0.8,106.4,92.3,14.1,7.6,2.75,10.5,1.5,11.8,6.7,3.8,53.8,56.4,19.2,98.57,10.60,30.6,69.4,23.6,10.8,66.5,7.9,9.9,21.7,12.8,37.5,62.5,93.3,6.7,73.9,26.1
,Willy Hernangomez,NYK,23,15,5,10,10.6,5.3,2.5,4.3,57.8,0.1,0.3,25,0.3,1.1,31.3,1.3,2.1,3.4,0.9,1.3,0.3,0.4,1.7,11.6,1,0,-1.5,0.8,0.9,0.1,4.7,5.3,2.7,2.1,8.3,0.3,1.3,91.3,101.4,-10.1,14.8,0.65,12.5,13.2,22.1,17.6,19.2,58.6,56.3,24.2,100.1,11.70,93.8,6.3,90,2.5,3.8,2.5,6.3,15,87.5,69.4,30.6,100,0,70.3,29.7
,Jawun Evans,LAC,21,26,10,16,16.5,5.5,2,5.8,34.9,0.4,1.5,28.2,1,1.3,78.8,0.1,1.5,1.6,1.9,1.2,0.7,0.1,2,11.6,0,0,-0.7,1,0.7,0.5,2.1,5,4.8,4.5,13,0.5,1.4,103.7,104.6,-0.8,17,1.63,20,0.7,9.7,5.2,12.2,38.5,42.9,19.9,101.19,4.10,74.3,25.7,58.7,21,23.1,9.1,18.2,17.5,37.8,38.1,61.9,72.7,27.3,45.3,54.7
,Jon Leuer,DET,28,8,5,3,17.1,5.4,1.9,4.5,41.7,0,0.4,0,1.6,1.9,86.7,0.9,3.1,4,0.6,1,0.1,0.4,2,11.6,0,0,1.5,1.5,0.8,1,3,5.6,3.4,2.3,17,0.4,1.6,99.4,96.9,2.5,5.1,0.63,9,5.4,21,12.9,14.4,41.7,50.5,16.1,102.1,6.80,91.7,8.3,69.8,14,0,18.6,30.2,27.9,55.8,86.7,13.3,0,0,86.7,13.3
,Miles Plumlee,ATL,29,14,4,10,17.3,4.4,1.9,3.3,58.7,0,0,0,0.5,1,50,1.2,2.1,3.4,0.8,1.2,0.5,0.6,1.4,11.6,0,0,1.3,0.5,0.9,0,3.9,7,4.7,3.6,15.3,0.1,1,106.9,100.8,6.1,6.8,0.65,13.7,8.8,14.1,11.5,21.2,58.7,58.5,13.2,97.09,6.40,100,0,88.5,0,0,0,11.5,11.5,88.5,77.8,22.2,0,0,77.8,22.2
,Luke Babbitt,ATL,28,28,6,22,18,6.8,2.4,5.2,46.9,1.5,3.3,44.1,0.5,0.7,73.7,0.1,2.4,2.5,0.8,0.5,0.2,0.1,1.5,11.6,0,0,-1.7,1.4,0.5,0.5,0.9,5.9,4.5,4.1,16,0.2,0.5,104.8,110.8,-6.1,6.5,1.57,11.6,0.9,15.2,8,7.4,61,62.3,14.6,100.38,7.60,35.9,64.1,28.3,15.7,64.4,7.3,7.3,19.9,12.6,63,37,97.6,2.4,83.8,16.2
,Ron Baker,NYK,24,15,6,9,15.4,3.5,0.9,2.6,35.9,0.6,1.4,42.9,1.1,1.5,72.7,0.1,0.7,0.8,2.3,0.9,1.2,0.3,1.2,11.4,0,0,-0.9,0.5,0.1,0,0.5,6.3,4.1,3,13.5,0.1,1.1,103.5,104.6,-1.1,20.1,2.43,35.2,1.1,5.1,3.1,14.5,47.4,54.4,12,99.69,6.90,46.2,53.8,18.9,3.8,50.9,0,30.2,15.1,15.1,40,60,77.8,22.2,64.3,35.7
,Josh Hart,LAL,22,27,10,17,17.1,4.4,1.6,4,40.7,0.6,1.9,34,0.5,0.7,70,0.4,2.6,2.9,0.8,0.5,0.7,0.2,1.1,11.4,2,0,-0.7,0.9,0.6,1.3,1.8,6.7,4.2,4.6,17.6,0.3,0.6,104,105.5,-1.5,6.1,1.62,13.9,2.3,16.3,9.3,8.6,48.6,50.9,12.1,101.87,7.10,53.7,46.3,45.4,5,42.9,28.6,11.8,20.2,40.3,63,37,100,0,77.3,22.7
,Quincy Acy,BKN,27,28,11,17,17.7,5.3,1.5,5.1,29.6,1.2,4,30.4,1,1.3,80.6,0.6,3.4,4,0.6,1,0.3,0.2,2,11.4,0,0,-0.6,1,0.4,0.1,0.4,7.1,4.3,4,15.4,0.2,1.6,103.6,105.5,-1.9,4.7,0.59,8,3.6,21.1,12.5,13.4,41.5,46.6,16.4,100.54,4.90,21.1,78.9,10.9,2.7,69.4,1.4,19.7,19,8.2,87.5,12.5,100,0,97.6,2.4
,Shaun Livingston,GSW,32,27,21,6,16,5,2.2,4.4,50.4,0,0.1,0,0.6,0.7,75,0.6,1.2,1.8,2,0.9,0.4,0.3,1.6,11.3,0,0,4.8,1.1,0.3,0.9,3,5.6,4.4,3.8,13.4,0.2,0.7,114.6,97.1,17.5,15.6,2.3,26,5,7,6.2,11.3,50.4,52.8,15.8,100.49,6.60,98.3,1.7,88.9,29.6,0,17.8,11.1,22.2,59.3,55,45,0,0,55,45
,DeAndre' Bembry,ATL,23,18,5,13,17.3,4.8,1.8,4.9,37.5,0.4,1.1,35,0.8,1.2,66.7,0.4,1.9,2.3,1.4,2,0.7,0.4,1.7,11.2,0,0,-4.3,1.4,0.7,1,2.9,6.9,5.1,3.9,15.4,0.6,1.1,102.1,109.1,-7,13.2,0.72,16.3,2.6,13.5,7.9,22.6,41.5,44.7,19.2,100,3.40,77.3,22.7,59.8,0,24.1,20.7,16.1,28.7,59.8,46.2,53.8,100,0,57.6,42.4
,Matthew Dellavedova,MIL,27,17,9,8,18.9,5.1,1.8,4.9,37.3,0.8,2.1,38.9,0.6,0.6,90.9,0.5,1.3,1.8,3.1,1.4,0.2,0,1.9,11.2,0,0,-2.3,0.6,0.3,0.4,1.4,5.6,4.2,2.5,14.4,0.2,0.5,104.9,109,-4.1,23.1,2.21,32.2,3.3,8,5.6,14.6,45.8,49,16.3,97.53,5.00,56.6,43.4,39.5,11.6,48.8,8.1,11.6,11.6,27.9,35.3,64.7,85.7,14.3,58.1,41.9
,Luke Kennard,DET,21,28,15,13,16.4,5.8,2.2,5.4,40.7,0.9,2.3,40.6,0.5,0.6,76.5,0.3,1.4,1.6,1.2,0.8,0.6,0.2,0.9,11.1,0,0,3.1,1.2,0.8,0.6,1.1,5.1,3.3,1.9,13.4,0.2,0.6,111.1,103.2,8,10.2,1.48,15.9,1.8,9.8,5.9,10.7,49.3,51.1,17.6,96.88,6.80,57.3,42.7,43.5,23.6,48.4,9.9,8.1,21.1,19.9,51.4,48.6,96.2,3.8,70.5,29.5
,Marreese Speights,ORL,30,26,7,19,12.3,6.8,2.4,6.6,36,1.6,4.4,35.7,0.5,0.8,59.1,0.3,1.8,2.2,0.5,0.6,0.2,0.3,1.9,11,0,0,-0.3,0.6,0.5,0.3,1.2,4.5,4.2,3.3,10.5,0.3,1.2,100.7,103.4,-2.8,7.9,0.88,6.6,3,15.3,9.2,7.6,48,49,27.2,99.72,6.30,33.1,66.9,23.6,5.6,69.1,4.5,7.3,8.4,18,57.1,42.9,100,0,85.5,14.5
,Jose Calderon,CLE,36,25,17,8,17.7,4.6,1.6,3.3,50,1,1.9,50,0.4,0.5,83.3,0.2,1.4,1.6,2.2,0.7,0.6,0,1.6,11,0,0,-0.3,0.7,0.1,0.2,0.9,6,4.2,4.4,17.2,0.2,0.9,111.1,112.2,-1.1,17.3,3,33.9,1.6,9.1,5.3,11.3,64.6,66.5,11.1,95.8,6.40,41.5,58.5,29.3,10.3,62.1,4.3,8.6,14.7,19,17.6,82.4,79.2,20.8,53.7,46.3
,Pat Connaughton,POR,25,33,17,16,19.3,5.9,2.2,4.9,44.7,1.1,2.8,37.6,0.5,0.6,76.2,0.3,1.9,2.2,1.2,0.6,0.2,0.3,1.4,11,0,0,2.1,0.6,0.2,0.2,2,5.9,4.4,3.9,16.3,0.2,0.7,104.7,102.4,2.3,8.3,2,16.7,1.6,10.7,6.2,8.4,55.6,57.3,12.9,99.04,6.80,42.2,57.8,37.9,4.1,53.8,3.6,8.2,10.8,33.8,78.4,21.6,97.1,2.9,87.5,12.5
,Troy Daniels,PHX,26,36,13,23,17.8,8.3,2.8,6.2,44.6,2.2,5,44.1,0.6,0.7,95.8,0.1,1.1,1.2,0.6,0.7,0.2,0.1,1.6,10.9,0,0,-2,0.9,0.8,1,0.4,7.1,5.5,4.6,16.8,0.2,0.8,103.1,107.8,-4.7,5.6,0.92,7.9,0.5,6.7,3.6,8.6,62.4,64.5,17.1,101.48,7.30,19.4,80.6,13.3,8,79,12,7.7,11.3,5.3,65,35,96.2,3.8,89.9,10.1
,Jared Dudley,PHX,32,14,2,12,13.8,3.6,1.1,2.6,43.2,0.7,1.7,41.7,0.6,0.8,81.8,0.4,2,2.4,1.9,0.5,0.5,0.1,1.9,10.8,0,0,2.7,0.7,0.3,0.1,0.7,4.5,3.1,2.9,11.3,0.1,1.2,110.7,101.6,9.1,18.2,3.86,35.6,2.7,17.5,9.5,9.2,56.8,60.9,10.6,103.28,8.90,35.1,64.9,23.5,3.9,58.8,3.9,17.6,19.6,19.6,83.3,16.7,100,0,93.8,6.3
,Ian Mahinmi,WAS,31,32,18,14,14.8,3.8,1.4,2.7,51.2,0,0,0,1.1,1.4,76.1,1.8,1.8,3.6,0.7,1.2,0.5,0.4,3.1,10.8,0,0,1.4,0.5,1.5,0.1,2.6,5.3,4.3,2.9,13,0.3,1.5,109.8,104.4,5.4,6.7,0.62,13.8,14.3,15.2,14.7,22.3,51.2,57.9,13.3,98.18,4.30,100,0,71.5,3.3,0,3.3,28.5,13,68.3,54.5,45.5,0,0,54.5,45.5
,Jodie Meeks,WAS,30,34,19,15,16.7,6.5,2,5.8,34.7,0.9,3,29.7,1.6,1.8,88.7,0.2,1.4,1.6,0.8,0.5,0.5,0,1,10.8,0,0,-0.6,1.4,0.6,0.9,1.6,5.7,4.9,3.2,15.1,0.3,1.1,103.3,105,-1.7,7.1,1.63,9.8,1.6,9.9,5.5,6,42.3,49.5,18.4,98.99,7.10,48.5,51.5,34.4,10,40.7,13.1,24.9,22.2,24.4,68.4,31.6,96.7,3.3,80.9,19.1
,Bryn Forbes,SAS,24,35,24,11,19.4,6.7,2.5,6,42.4,1.2,3,40.6,0.3,0.7,52.2,0.2,1.2,1.4,1,0.5,0.4,0.1,1.4,10.7,0,0,0,1.1,0.3,1,1.2,6.3,5.1,4,18.3,0.3,0.7,105.1,104.6,0.4,7.8,1.89,13.1,1.3,7,4.1,6.9,52.6,52.9,15.8,96.48,5.10,49.5,50.5,39.5,21.5,55.4,14.6,5.2,15.9,18,63,37,97.7,2.3,79.8,20.2
